#separator:Comma
#html:false
#tags column:4
кулак,ухо,Кулагым ооруп жатат,a1 verified body
бет,лицо; щека,Бетимди самындап жуудум,a1 verified body
маңдай,лоб,Маңдайым тердеп кетти,a1 verified body
моюн,шея,Моюнум катып калды,a1 verified body
ийин,плечо,Ийним ооруп жатат,a1 verified body
арка,спина,Аркам ооруп турат,a1 verified body
бел,поясница; талия,Белим ооруп жатат,a1 verified body
курсак,живот,Курсагым ачып кетти,a1 verified body
манжа,палец,Манжам кесилип калды,a1 verified body
бармак,большой палец,Бармагым ооруп жатат,a1 verified body
тырмак,ноготь,Тырмагым сынып калды,a1 verified body
таман,подошва стопы,Таманым ооруп жатат,a1 verified body
тизе,колено,Тизем ооруп жатат,a1 verified body
каш,бровь,Кашы кара жана калың,a1 verified body
кирпик,ресница,Кирпиги абдан узун,a1 verified body
эрин,губа,Эрдим кургап жарылды,a1 verified body
сакал,борода,Сакалы агарып калды,a1 verified body
мурут,усы,Муруту кара экен,a1 verified body
кан,кровь,Жарааттан кан агып жатат,a1 verified body
сөөк,кость,Сөөгүм сынып калды,a1 verified body
тери,кожа,Териси аппак экен,a1 verified body
өпкө,лёгкое,Өпкөм ооруп жатат,a1 verified body
боор,печень,Боорум ооруп жатат,a1 verified body
мээ,мозг,Мээ тынымсыз иштейт,a1 verified body
билек,запястье; предплечье,Билегим ооруп жатат,a1 verified body
кекиртек,горло,Кекиртегим ооруп жатат,a1 verified body
өкчө,пятка,Өкчөм жарылып кетти,a1 verified body
жамбаш,бедро; таз,Жамбашым ооруп жатат,a1 verified body
кабырга,ребро,Кабыргам ооруп жатат,a1 verified body
дене,тело,Денем катуу чарчады,a1 verified body
чыганак,локоть,Чыганагым ооруп жатат,a1 verified body
үй,дом,Биздин үй чоң,a1 verified home
эшик,дверь,Эшикти жаап койдум,a1 verified home
терезе,окно,Терезени ачып койдум,a1 verified home
стол,стол,Стол үстүндө нан бар,a1 verified home
керебет,кровать,Керебетте жатып уктадым,a1 verified home
идиш,посуда,Идиштерди самындап жуудум,a1 verified home
ачкыч,ключ,Ачкычты таппай жатам,a1 verified home
отургуч,стул,Отургучка отуруп алдым,a1 verified home
дубал,стена,Дубалга сүрөт илдим,a1 verified home
чатыр,крыша; палатка,Чатыр агып жатат,a1 verified home
төшөк,постель; матрас,Төшөктү жерге жайдым,a1 verified home
жаздык,подушка,Жаздыкка баш койдум,a1 verified home
көрпө,одеяло,Көрпөгө оронуп жаттым,a1 verified home
шейшеп,простыня,Шейшепти жаңыдан жуудум,a1 verified home
килем,ковёр,Килем жерде жатат,a1 verified home
кашык,ложка,Кашык менен тамактандым,a1 verified home
вилка,вилка,Вилка менен эт жедим,a1 verified home
бычак,нож,Бул бычак абдан курч,a1 verified home
табак,тарелка; блюдо,Табакка эт салдым,a1 verified home
чыны,пиала; чашка,Чыныга чай куйдум,a1 verified home
чайнек,чайник,Чайнекте ысык чай бар,a1 verified home
казан,казан; котёл,Казанга суу куйдум,a1 verified home
чөйчөк,пиала; чашка,Чөйчөккө сүт куйдум,a1 verified home
стакан,стакан,Стаканга суу куйдум,a1 verified home
лампа,лампа,Лампа жарык берип турат,a1 verified home
саат,часы,Саат он болуп калды,a1 verified home
күзгү,зеркало,Күзгүгө карап турдум,a1 verified home
шкаф,шкаф,Шкафка кийим салдым,a1 verified home
телевизор,телевизор,Телевизордон кино көрдүм,a1 verified home
муздаткыч,холодильник,Муздаткычта сүт жана эт бар,a1 verified home
меш,печь,Мешке отун салдым,a1 verified home
чырак,светильник; лампа,Чырак күйүп турат,a1 verified home
шам,свеча,Шам жанып турат,a1 verified home
шыпыргы,веник; метла,Шыпыргы менен шыпырдым,a1 verified home
чака,ведро,Чакага суу куйдум,a1 verified home
таба,сковорода,Табада эт куурдум,a1 verified home
сабын,мыло,Сабын менен колумду жуудум,a1 verified home
сүлгү,полотенце,Сүлгү менен сүртүндүм,a1 verified home
босого,порог,Босогодо туруп калдым,a1 verified home
тепкич,лестница,Тепкич менен өйдө чыктым,a1 verified home
очок,очаг,Очокко от жактым,a1 verified home
бешик,колыбель,Бешикте бала уктап жатат,a1 verified home
сандык,сундук,Сандыкта кийим сакталат,a1 verified home
текче,полка,Текчеде китеп турат,a1 verified home
жууркан,одеяло,Жууркан абдан жылуу,a1 verified home
телефон,телефон,Менин телефонум шыңгырады,a1 verified home
дарбаза,ворота,Дарбазаны ачып койдум,a1 verified home
короо,двор; загон,Короодо тоок жүрөт,a1 verified home
бак,сад,Бакта алма бышты,a1 verified home
бөлмө,комната,Бул бөлмө таза,a1 verified home
ашкана,кухня,Ашканада тамак бышырып жатам,a1 verified home
дааратхана,туалет,Дааратхана сыртта жайгашкан,a1 verified home
мончо,баня,Мончого барып жуундум,a1 verified home
нан,хлеб,Нан жеп чай ичтим,a1 verified food
суу,вода,Муздак суу ичтим,a1 verified food
эт,мясо,Эт бышырып жедим,a1 verified food
сүт,молоко,Ысык сүт ичтим,a1 verified food
чай,чай,Кара чай ичтим,a1 verified food
палоо,плов,Кечинде палоо жасадым,a1 verified food
алма,яблоко,Кызыл алма жедим,a1 verified food
туз,соль,Тамакка туз салдым,a1 verified food
күрүч,рис,Күрүч бышырып жедим,a1 verified food
кант,сахар,Чайга кант салдым,a1 verified food
май,масло; жир,Нанга май жактым,a1 verified food
жумуртка,яйцо,Жумуртка бышырып жедим,a1 verified food
балык,рыба,Көлдөн балык кармадым,a1 verified food
буудай,пшеница,Талаада буудай эгилди,a1 verified food
картошка,картофель,Картошканы майга куурдум,a1 verified food
сабиз,морковь,Сабизди майдалап кырдым,a1 verified food
пияз,лук,Пиязды майда туурадым,a1 verified food
помидор,помидор,Кызыл помидор жедим,a1 verified food
бадыраң,огурец,Жашыл бадыраң жедим,a1 verified food
жүзүм,виноград,Жүзүм абдан таттуу,a1 verified food
өрүк,абрикос; урюк,Бактагы өрүк бышты,a1 verified food
дарбыз,арбуз,Дарбыз чоң жана таттуу,a1 verified food
коон,дыня,Коон абдан жыттуу,a1 verified food
кулпунай,клубника,Кулпунай кызарып бышты,a1 verified food
чие,вишня,Чие быша баштады,a1 verified food
алмурут,груша,Алмурут таттуу экен,a1 verified food
каймак,сметана; сливки,Нанга каймак жактым,a1 verified food
быштак,творожный сыр,Быштак жасап жедик,a1 verified food
курут,курт (сушёный сыр),Курут кургап калды,a1 verified food
айран,айран,Салкын айран ичтим,a1 verified food
кымыз,кумыс,Бир чыны кымыз ичтим,a1 verified food
бал,мёд,Нанга бал жактым,a1 verified food
токоч,лепёшка,Токоч жасап бышырдым,a1 verified food
боорсок,боорсок,Боорсок жасап бышырдык,a1 verified food
шорпо,бульон; суп,Ысык шорпо ичтим,a1 verified food
манты,манты,Манты жасап бышырдык,a1 verified food
лагман,лагман,Лагман жасап жедик,a1 verified food
самса,самса,Тандырдан самса жедим,a1 verified food
кофе,кофе,Бир чыны кофе ичтим,a1 verified food
ун,мука,Ундан нан жасайм,a1 verified food
жаңгак,орех,Жаңгак чагып жедим,a1 verified food
сыр,сыр,Нанга сыр койдум,a1 verified food
колбаса,колбаса,Колбаса кесип жедим,a1 verified food
буурчак,фасоль; горох,Буурчак бышырып жедим,a1 verified food
жашылча,овощи,Базардан жашылча алдым,a1 verified food
мөмө,фрукт; ягода,Бактан мөмө тердик,a1 verified food
лимон,лимон,Лимон абдан кычкыл,a1 verified food
апельсин,апельсин,Апельсин аарчып жедим,a1 verified food
банан,банан,Банан аарчып жедим,a1 verified food
каттама,слоёная лепёшка,Каттама жасап бышырдым,a1 verified food
суусундук,напиток,Салкын суусундук ичтим,a1 verified food
кийим,одежда,Жылуу кийим кийдим,a1 verified clothes
көйнөк,платье; рубашка,Жаңы көйнөк кийдим,a1 verified clothes
шым,брюки; штаны,Кара шым кийдим,a1 verified clothes
бут кийим,обувь,Жаңы бут кийим кийдим,a1 verified clothes
байпак,носки,Жүн байпак кийдим,a1 verified clothes
калпак,колпак (войлочный),Ак калпак кийдим,a1 verified clothes
тебетей,шапка (меховая),Тебетей кийип чыктым,a1 verified clothes
чапан,халат; чапан,Жылуу чапан кийдим,a1 verified clothes
тон,шуба; тулуп,Кышында тон кийем,a1 verified clothes
пальто,пальто,Кара пальто кийдим,a1 verified clothes
куртка,куртка,Жаңы куртка кийдим,a1 verified clothes
жоолук,платок,Жоолук байлап алдым,a1 verified clothes
белбоо,пояс,Белиме белбоо байладым,a1 verified clothes
кол кап,перчатки,Жүн кол кап кийдим,a1 verified clothes
юбка,юбка,Кыз юбка кийди,a1 verified clothes
свитер,свитер,Жылуу свитер кийдим,a1 verified clothes
футболка,футболка,Ак футболка кийдим,a1 verified clothes
өтүк,сапоги,Кара өтүк кийдим,a1 verified clothes
маасы,ичиги (мягкие сапоги),Маасы кийип алдым,a1 verified clothes
чепкен,чекмень,Ал жылуу чепкен кийди,a1 verified clothes
галстук,галстук,Мойнума галстук тактым,a1 verified clothes
топу,тюбетейка,Башыма топу кийдим,a1 verified clothes
баш кийим,головной убор,Жылуу баш кийим кийдим,a1 verified clothes
кемер,ремень,Белиме кемер тактым,a1 verified clothes
кездеме,ткань; материя,Дүкөндөн кездеме алдым,a1 verified clothes
топчу,пуговица,Көйнөктүн топчусун тактым,a1 verified clothes
чөнтөк,карман,Чөнтөккө ачкыч салдым,a1 verified clothes
жең,рукав,Көйнөктүн жеңин түрдүм,a1 verified clothes
жака,воротник,Көйнөктүн жакасы кирдеди,a1 verified clothes
этек,подол,Көйнөктүн этеги узун,a1 verified clothes
шаар,город,Бул чоң шаар экен,a2 verified city
айыл,село; деревня,Биздин айыл кичинекей,a2 verified city
көчө,улица,Көчө абдан узун,a2 verified city
дүкөн,магазин,Дүкөн үйгө жакын,a2 verified city
базар,базар; рынок,Базардан жашылча алдым,a2 verified city
мектеп,школа,Балдар мектепке барат,a2 verified city
оорукана,больница,Оорукана шаарда турат,a2 verified city
банк,банк,Банк эртең ачылат,a2 verified city
аянт,площадь,Аянт абдан чоң,a2 verified city
парк,парк,Балдар паркта ойношот,a2 verified city
ресторан,ресторан,Биз ресторанда тамактандык,a2 verified city
кафе,кафе,Кафеде кофе ичтик,a2 verified city
почта,почта,Почта борбордо жайгашкан,a2 verified city
аптека,аптека,Аптекадан дары алдым,a2 verified city
китепкана,библиотека,Китепканада китеп окуйм,a2 verified city
университет,университет,Мен университетте окуйм,a2 verified city
вокзал,вокзал,Вокзалда поезд күтөбүз,a2 verified city
аэропорт,аэропорт,Аэропорт шаардан алыс,a2 verified city
көпүрө,мост,Көпүрө дарыядан өтөт,a2 verified city
мейманкана,гостиница,Мейманкана жаңы курулду,a2 verified city
борбор,центр; столица,Бишкек борбор шаар,a2 verified city
мечит,мечеть,Мечит айылда турат,a2 verified city
стадион,стадион,Стадиондо оюн болду,a2 verified city
музей,музей,Музейде эски буюмдар бар,a2 verified city
театр,театр,Театрда спектакль болот,a2 verified city
завод,завод,Атам заводдо иштейт,a2 verified city
жол,дорога; путь,Жол өтө узун,a2 verified transport
кинотеатр,кинотеатр,Кинотеатрда кино көрдүк,a2 verified city
тоо,гора,Тоо абдан бийик,a2 verified nature
асман,небо,Асман ачык жана көк,a2 verified nature
күн,солнце; день,Күн жаркырап турат,a2 verified nature
жылдыз,звезда,Асманда жылдыз көп,a2 verified nature
жамгыр,дождь,Жамгыр катуу жаады,a2 verified nature
кар,снег,Тоого кар жаады,a2 verified nature
шамал,ветер,Шамал катуу согуп жатат,a2 verified nature
булут,облако,Асманда булут көп,a2 verified nature
аба,воздух; погода,Аба ырайы жакшы,a2 verified nature
дарыя,река,Дарыя тез агат,a2 verified nature
көл,озеро,Ысык-Көл терең көл,a2 verified nature
деңиз,море,Деңиз абдан терең,a2 verified nature
токой,лес,Токойдо дарак көп,a2 verified nature
талаа,поле; степь,Талаада гүл өсөт,a2 verified nature
жер,земля; место,Жер кургак болду,a2 verified nature
от,огонь,От жанып турат,a2 verified nature
таш,камень,Таш абдан оор,a2 verified nature
дарак,дерево,Дарак бийик өсөт,a2 verified nature
гүл,цветок,Гүл кооз ачылды,a2 verified nature
чөп,трава,Чөп жашыл болду,a2 verified nature
жалбырак,лист,Күздө жалбырак түшөт,a2 verified nature
ат,лошадь; конь,Ат тез чуркайт,a2 verified nature
ит,собака,Ит короодо жатат,a2 verified nature
мышык,кошка,Мышык сүт ичет,a2 verified nature
уй,корова,Уй сүт берет,a2 verified nature
кой,овца,Кой тоодо оттойт,a2 verified nature
эчки,коза,Эчки чөп жеп жатат,a2 verified nature
төө,верблюд,Төө чөлдө жүрөт,a2 verified nature
эшек,осёл,Эшек жүк ташыйт,a2 verified nature
тоок,курица,Тоок жумуртка тууйт,a2 verified nature
куш,птица,Куш асманда учат,a2 verified nature
аюу,медведь,Аюу токойдо жашайт,a2 verified nature
түлкү,лиса,Түлкү коёнду кууду,a2 verified nature
карышкыр,волк,Карышкыр койго кол салды,a2 verified nature
коён,заяц; кролик,Коён тез качты,a2 verified nature
жылан,змея,Жылан таштын астында,a2 verified nature
аары,пчела,Аары бал жыйнайт,a2 verified nature
жылкы,лошадь; табун,Жылкы жайытта оттойт,a2 verified nature
каз,гусь,Каз сууда сүзүп жүрөт,a2 verified nature
чымчык,воробей; птичка,Чымчык бутакта отурат,a2 verified nature
ай,луна; месяц,Ай толуп чыкты,a2 verified time
жума,неделя; пятница,Бир жумада жети күн,a2 verified time
жыл,год,Жаңы жыл келди,a2 verified time
мүнөт,минута,Беш мүнөт күтө тур,a2 verified time
убакыт,время,Убакыт тез өтөт,a2 verified time
түн,ночь,Түн караңгы болду,a2 verified time
таң,рассвет; утро,Таң агарып калды,a2 verified time
түш,полдень,Түш болуп калды,a2 verified time
дүйшөмбү,понедельник,Дүйшөмбүдө иш башталат,a2 verified time
шейшемби,вторник,Шейшемби күнү жолугабыз,a2 verified time
шаршемби,среда,Шаршембиде сабак бар,a2 verified time
бейшемби,четверг,Бейшемби күнү бошмун,a2 verified time
ишемби,суббота,Ишембиде эс алабыз,a2 verified time
жекшемби,воскресенье,Жекшембиде базарга барам,a2 verified time
жаз,весна,Жазда гүл ачылат,a2 verified time
күз,осень,Күздө жамгыр көп жаайт,a2 verified time
кыш,зима,Кышта кар жаайт,a2 verified time
январь,январь,Январда кар көп жаайт,a2 verified time
февраль,февраль,Февраль кыска ай,a2 verified time
март,март,Мартта жаз башталат,a2 verified time
апрель,апрель,Апрелде жамгыр жаайт,a2 verified time
июнь,июнь,Июнда мектеп бүтөт,a2 verified time
июль,июль,Июлда күн ысык,a2 verified time
август,август,Августта эс алабыз,a2 verified time
сентябрь,сентябрь,Сентябрда окуу башталат,a2 verified time
октябрь,октябрь,Октябрда жалбырак түшөт,a2 verified time
ноябрь,ноябрь,Ноябрда суук болот,a2 verified time
декабрь,декабрь,Декабрда кыш келет,a2 verified time
мезгил,время; сезон,Жаз жагымдуу мезгил,a2 verified time
унаа,машина; транспорт,Унаа тез жүрөт,a2 verified transport
автобус,автобус,Автобус аялдамада турат,a2 verified transport
поезд,поезд,Поезд станцияга келди,a2 verified transport
учак,самолёт,Учак асманда учат,a2 verified transport
машина,машина; автомобиль,Машина жолдо турат,a2 verified transport
велосипед,велосипед,Бала велосипед тээп жүрөт,a2 verified transport
мотоцикл,мотоцикл,Мотоцикл катуу дүрүлдөйт,a2 verified transport
такси,такси,Такси чакырып алдым,a2 verified transport
кеме,корабль; лодка,Кеме деңизде сүзөт,a2 verified transport
трамвай,трамвай,Трамвай рельсте жүрөт,a2 verified transport
троллейбус,троллейбус,Троллейбус жай жүрөт,a2 verified transport
аялдама,остановка,Аялдамада автобус күтөм,a2 verified transport
билет,билет,Билет кымбат экен,a2 verified transport
китеп,книга,Китеп кызыктуу экен,a2 verified object
акча,деньги,Акча капчыкта турат,a2 verified object
сумка,сумка,Сумка абдан оор,a2 verified object
калем,ручка; карандаш,Калем менен жазам,a2 verified object
дептер,тетрадь,Дептерге жазып жатам,a2 verified object
кагаз,бумага,Кагазга сүрөт тарттым,a2 verified object
сүрөт,картина; фото,Сүрөт кооз тартылды,a2 verified object
компьютер,компьютер,Компьютерде иштеп жатам,a2 verified object
капчык,кошелёк,Капчык чөнтөктө турат,a2 verified object
радио,радио,Радио музыка ойноп жатат,a2 verified object
көзайнек,очки,Көзайнек тагынып окуйм,a2 verified object
студент,студент,Студент лекцияда отурат,a2 verified object
сабак,урок,Сабак саат сегизде башталат,a2 verified object
класс,класс,Класста отуз окуучу бар,a2 verified object
сөз,слово,Бул сөз кыргызча,a2 verified object
билим,знание; образование,Билим эң чоң байлык,a2 verified object
жооп,ответ,Жооп туура болду,a2 verified object
тамга,буква,Тамганы туура жаздым,a2 verified object
сан,число; количество,Бул сан абдан чоң,a2 verified object
баа,оценка; цена,Жакшы баа алдым,a2 verified object
тапшырма,задание,Үй тапшырмасын жаздым,a2 verified object
доска,доска,Доскага сөз жаздым,a2 verified object
ак,белый,Ак көйнөк кийдим,a2 verified adjective
кара,чёрный,Кара мышык жүгүрдү,a2 verified adjective
кызыл,красный,Кызыл алма таттуу,a2 verified adjective
көк,синий; голубой,Асман көк экен,a2 verified adjective
сары,жёлтый,Сары гүл ачылды,a2 verified adjective
жашыл,зелёный,Жашыл чөп өстү,a2 verified adjective
боз,серый,Боз ат жайылып жүрөт,a2 verified adjective
күрөң,коричневый,Күрөң түстүү сумка кооз,a2 verified adjective
көгүлтүр,голубой,Көгүлтүр асман кооз,a2 verified adjective
чоң,большой,Чоң үйдө жашайбыз,a2 verified adjective
кичине,маленький,Кичине бала ыйлады,a2 verified adjective
узун,длинный,Узун жол чарчатат,a2 verified adjective
кыска,короткий,Кыска көйнөк кийди,a2 verified adjective
бийик,высокий,Бийик тоо кар баскан,a2 verified adjective
жапыз,низкий,Жапыз үй турат,a2 verified adjective
жаңы,новый,Жаңы машина алдым,a2 verified adjective
эски,старый,Эски китеп текчеде,a2 verified adjective
ысык,горячий; жаркий,Ысык чай ичтим,a2 verified adjective
суук,холодный,Суук суу ичпе,a2 verified adjective
арзан,дешёвый,Арзан баада алдым,a2 verified adjective
кымбат,дорогой,Кымбат телефон сатып алды,a2 verified adjective
терең,глубокий,Терең көл муздак,a2 verified adjective
кең,широкий; просторный,Кең бөлмө жарык,a2 verified adjective
тар,узкий,Тар көчө караңгы,a2 verified adjective
калың,толстый; густой,Калың китеп оор,a2 verified adjective
жука,тонкий,Жука кагаз айрылды,a2 verified adjective
оор,тяжёлый,Оор сумка көтөрдүм,a2 verified adjective
жеңил,лёгкий,Жеңил жумуш тез бүттү,a2 verified adjective
жумшак,мягкий,Жумшак жаздык жакшы,a2 verified adjective
таза,чистый,Таза бөлмө жагымдуу,a2 verified adjective
кир,грязный,Кир кийимди жуу,a2 verified adjective
курч,острый,Курч бычак кооптуу,a2 verified adjective
бош,пустой; свободный,Бош бөлмө бар,a2 verified adjective
ачык,открытый; ясный,Ачык терезе жакшы,a2 verified adjective
жабык,закрытый,Жабык эшик турат,a2 verified adjective
караңгы,тёмный,Караңгы бөлмө коркунучтуу,a2 verified adjective
жарык,светлый; яркий,Жарык бөлмө жагымдуу,a2 verified adjective
сулуу,красивый,Сулуу кыз ырдады,a2 verified adjective
кооз,красивый; нарядный,Кооз гүл өстү,a2 verified adjective
таттуу,сладкий; вкусный,Таттуу балды жедим,a2 verified adjective
даамдуу,вкусный,Даамдуу тамак жедик,a2 verified adjective
жаш,молодой,Жаш бала чуркады,a2 verified adjective
кары,старый; пожилой,Кары киши таякчан,a2 verified adjective
бай,богатый,Бай адам жардам берди,a2 verified adjective
кедей,бедный,Кедей үй-бүлө жашайт,a2 verified adjective
семиз,толстый; жирный,Семиз мышык уктайт,a2 verified adjective
арык,худой; тощий,Арык ат чарчады,a2 verified adjective
ылдам,быстрый,Ылдам чуркап келди,a2 verified adjective
кызыктуу,интересный,Кызыктуу китеп окудум,a2 verified adjective
оңой,лёгкий; простой,Оңой суроо берди,a2 verified adjective
кыйын,трудный; сложный,Кыйын суроону чечтим,a2 verified adjective
тегерек,круглый,Тегерек стол бөлмөдө,a2 verified adjective
түз,прямой; ровный,Түз жол сонун,a2 verified adjective
боорукер,добрый; отзывчивый,Боорукер эне балдарын багат,a2 verified adjective
акылдуу,умный,Акылдуу окуучу жооп берди,a2 verified adjective
мээримдүү,ласковый; нежный,Мээримдүү апам мени сүйөт,a2 verified adjective
сылык,вежливый,Сылык бала салам берди,a2 verified adjective
чынчыл,честный,Чынчыл адам калп айтпайт,a2 verified adjective
жалкоо,ленивый,Жалкоо окуучу сабакка келбеди,a2 verified adjective
эмгекчил,трудолюбивый,Эмгекчил дыйкан талаада иштейт,a2 verified adjective
тынч,спокойный; тихий,Тынч бала китеп окуйт,a2 verified adjective
шайыр,весёлый,Шайыр кыз каткырып күлдү,a2 verified adjective
күчтүү,сильный,Күчтүү бала таш көтөрдү,a2 verified adjective
алсыз,слабый,Алсыз оорулуу төшөктө жатат,a2 verified adjective
батыр,храбрый; смелый,Батыр жоокер согушту,a2 verified adjective
кайраттуу,мужественный; смелый,Кайраттуу адам коркпойт,a2 verified adjective
кубанычтуу,радостный,Кубанычтуу балдар ойноп жатат,a2 verified adjective
капалуу,грустный,Капалуу кыз үндөбөй отурду,a2 verified adjective
назик,нежный; хрупкий,Назик гүл тез соолот,a2 verified adjective
сергек,бодрый; чуткий,Сергек бала эрте турду,a2 verified adjective
момун,кроткий; смирный,Момун бала уяң экен,a2 verified adjective
сараң,скупой,Сараң адам акча бербейт,a2 verified adjective
кооптуу,опасный,Кооптуу жерге барба,a2 verified adjective
жагымдуу,приятный,Жагымдуу жыт келди,a2 verified adjective
макул болуу,соглашаться,Мен сунушка макул болдум,b1 unverified verb
жооп берүү,отвечать,Ал суроого тез жооп берди,b1 unverified verb
айтып берүү,рассказывать,Чоң энем жомок айтып берди,b1 unverified verb
билдирүү,сообщать,Ал чечимин бизге билдирди,b1 unverified verb
маектешүү,беседовать,Достор узакка маектешти,b1 unverified verb
талашуу,спорить,Балдар оюнчук үчүн талашты,b1 unverified verb
убада берүү,обещать,Ал эртең келүүгө убада берди,b1 unverified verb
моюнга алуу,признавать; сознаваться,Ал катасын моюнга алды,b1 unverified verb
куттуктоо,поздравлять,Досумду майрам менен куттуктадым,b1 unverified verb
кабыл алуу,принимать,Алар сунушту кабыл алды,b1 unverified verb
ойлонуу,размышлять,Ал жообун узак ойлонду,b1 unverified verb
салыштыруу,сравнивать,Эки китепти салыштырып көрдүк,b1 unverified verb
изилдөө,исследовать,Окумуштуулар жаңы дарыны изилдеди,b1 unverified verb
пландаштыруу,планировать,Биз сапарды алдын ала пландаштырдык,b1 unverified verb
жашыруу,прятать,Ал белекти шкафка жашырды,b1 unverified verb
пайдалануу,использовать,Мен жаңы программаны пайдаландым,b1 unverified verb
колдонуу,применять; использовать,Биз жаңы ыкманы колдондук,b1 unverified verb
түзүү,создавать; составлять,Ал майрамдык план түздү,b1 unverified verb
сатып алуу,покупать,Мен базардан нан сатып алдым,b1 unverified verb
ташуу,перевозить; носить,Жүкчүлөр оор буюмдарды ташыды,b1 unverified verb
чогултуу,собирать,Балдар талаадан гүл чогултту,b1 unverified verb
өзгөртүү,изменять,Биз планыбызды бир аз өзгөрттүк,b1 unverified verb
көбөйтүү,увеличивать,Завод өндүрүшүн көбөйттү,b1 unverified verb
азайтуу,уменьшать,Биз чыгымдарды азайттык,b1 unverified verb
жакшыртуу,улучшать,Компания кызматын жакшыртты,b1 unverified verb
жаңыртуу,обновлять,Мен программаны жаңырттым,b1 unverified verb
узартуу,удлинять; продлевать,Алар келишим мөөнөтүн узартты,b1 unverified verb
кыскартуу,сокращать,Автор макаласын кыскартты,b1 unverified verb
өзгөрүү,меняться,Аба ырайы капысынан өзгөрдү,b1 unverified verb
жардам берүү,помогать,Мен досума жардам бердим,b1 unverified verb
коноктоо,угощать; принимать гостей,Биз меймандарды жакшылап коноктодук,b1 unverified verb
тосуп алуу,встречать,Биз конокторду аэропорттон тосуп алдык,b1 unverified verb
узатуу,провожать,Досубузду вокзалга чейин узаттык,b1 unverified verb
жолугушуу,встречаться,Достор менен паркта жолугуштук,b1 unverified verb
кечирим суроо,извиняться,Ал катасы үчүн кечирим сурады,b1 unverified verb
баарлашуу,общаться,Балдар өз ара баарлашты,b1 unverified verb
сүйүнүү,радоваться,Балдар белекке абдан сүйүндү,b1 unverified verb
таң калуу,удивляться,Мен натыйжага таң калдым,b1 unverified verb
уялуу,стыдиться,Ал катасынан уялды,b1 unverified verb
сагынуу,скучать,Мен үй-бүлөмдү катуу сагындым,b1 unverified verb
жек көрүү,ненавидеть,Ал жалганчылыкты жек көрөт,b1 unverified verb
ырахаттануу,наслаждаться,Биз эс алуудан ырахаттандык,b1 unverified verb
жөнөө,отправляться,Биз эртең менен жолго жөнөйбүз,b1 unverified verb
көтөрүлүү,подниматься,Туристтер тоого көтөрүлдү,b1 unverified verb
чуркоо,бегать,Балдар короодо чуркап жүрдү,b1 unverified verb
жакындоо,приближаться,Кыш акырындап жакындап калды,b1 unverified verb
машыгуу,тренироваться,Спортчу күн сайын машыгат,b1 unverified verb
аракет кылуу,стараться,Мен ийгиликке жетүүгө аракет кылам,b1 unverified verb
умтулуу,стремиться,Ал билимге умтулат,b1 unverified verb
дарылоо,лечить,Дарыгер бейтапты дарылады,b1 unverified verb
дем алуу,отдыхать,Биз жайкы каникулда дем алдык,b1 unverified verb
ойгонуу,просыпаться,Мен бүгүн эрте ойгондум,b1 unverified verb
тамактануу,питаться,Биз бирге түшкү тамактандык,b1 unverified verb
өстүрүү,выращивать,Алар короодо жашылча өстүрөт,b1 unverified verb
багуу,растить; ухаживать,Ал балдарын жалгыз багып чоңойтту,b1 unverified verb
үнөмдөө,экономить,Биз электр энергиясын үнөмдөйбүз,b1 unverified verb
туташтыруу,подключать; соединять,Устат үйдү интернетке туташтырды,b1 unverified verb
камсыздоо,обеспечивать,Мамлекет коопсуздукту камсыздайт,b1 unverified verb
уруксат берүү,разрешать,Ата-энем сейилдөөгө уруксат берди,b1 unverified verb
талап кылуу,требовать,Жумушчулар айлык талап кылды,b1 unverified verb
бөлүү,делить; выделять,Биз тортту төртке бөлдүк,b1 unverified verb
сунуш кылуу,предлагать,Ал жаңы идея сунуш кылды,b1 unverified verb
эсептешүү,рассчитываться,Биз дүкөндө эсептешип чыктык,b1 unverified verb
көрүнүү,казаться; виднеться,Алыстан тоо көрүнүп турат,b1 unverified verb
жактоо,защищать; выступать за,Ал досун ар дайым жактайт,b1 unverified verb
каршы болуу,возражать; быть против,Мен бул чечимге каршы болдум,b1 unverified verb
тактоо,уточнять,Мен даректи кайра тактадым,b1 unverified verb
эсептелүү,считаться,Ал мыкты адис болуп эсептелет,b1 unverified verb
божомолдоо,предполагать; прогнозировать,Ал жаанды алдын ала божомолдоду,b1 unverified verb
эстеп калуу,запоминать,Мен телефон номерин эстеп калдым,b1 unverified verb
окуп чыгуу,прочитывать,Мен китепти толук окуп чыктым,b1 unverified verb
жазып алуу,записывать,Мен маанилүү сөздөрдү жазып алдым,b1 unverified verb
сүрөткө тартуу,фотографировать,Биз бийик тоону сүрөткө тарттык,b1 unverified verb
тартуулоо,дарить,Ал мага гүл тартуулады,b1 unverified verb
орнотуу,устанавливать,Устат жаңы программаны орнотту,b1 unverified verb
жайгаштыруу,размещать,Биз конокторду мейманканага жайгаштырдык,b1 unverified verb
жайылтуу,распространять,Алар жаңылыкты тез жайылтты,b1 unverified verb
таратуу,раздавать; распространять,Мугалим дептерлерди таратты,b1 unverified verb
эсептеп чыгуу,подсчитывать,Мен чыгымдарды эсептеп чыктым,b1 unverified verb
өлчөө,измерять,Дарыгер температураны өлчөдү,b1 unverified verb
таразалоо,взвешивать,Сатуучу жашылчаны таразалады,b1 unverified verb
каттоо,регистрировать,Кызматкер конокторду каттады,b1 unverified verb
